,,,,,,,,,,,,Concentrations,,,,,,,,,,,,,,Flow and Method,,,,,Load,,,,,,,,,,,,,,,,
8/19/2022,2022,6,2,CT,INF,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/19/2022,2022,6,2,MT,INF,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/19/2022,2022,6,2,ST,INF,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/18/2022,2022,6,1,CT,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/18/2022,2022,6,1,MT,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,10 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/18/2022,2022,6,1,ST,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/19/2022,2022,6,2,CT,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/19/2022,2022,6,2,MT,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,10 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/19/2022,2022,6,2,ST,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/18/2022,2022,6,1,CT,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/18/2022,2022,6,1,CT,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/18/2022,2022,6,1,MT,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,10 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/18/2022,2022,6,1,MT,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,10 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/18/2022,2022,6,1,ST,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/18/2022,2022,6,1,ST,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/19/2022,2022,6,2,CT,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/19/2022,2022,6,2,CT,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/19/2022,2022,6,2,MT,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,10 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/19/2022,2022,6,2,MT,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,10 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/19/2022,2022,6,2,ST,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/19/2022,2022,6,2,ST,OUT,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going"""
8/23/2022,2022,7,1,CT,INF,KB-06-IN1,NA,NA,FALSE,H,NA,0.13,0.31,NA,U,7.6,U,NA,NA,NA,NA,0.005,NA,NA,30,114688.22,GB,7.0 L Bucket,Siphon,NA,14909.469,35553.348,#VALUE!,#VALUE!,871630.472,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,584.91,#VALUE!,#VALUE!,3440646.6,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/23/2022,2022,7,1,CT,INF,KB-06-IN1-D,NA,NA,FALSE,"H,J",NA,0.48,U,NA,0.93,6.4,U,NA,NA,NA,NA,0.007,NA,NA,23.333,114688.22,GB,7.0 L Bucket,Siphon,NA,55050.346,#VALUE!,#VALUE!,106660.045,734004.608,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,759.236,#VALUE!,#VALUE!,2676054.644,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/23/2022,2022,7,1,MT,INF,KB-06-IN1,NA,NA,FALSE,H,NA,0.13,0.31,NA,U,7.6,U,NA,NA,NA,NA,0.005,NA,NA,30,138175.22,GB,7.0 L Bucket,Siphon,NA,17962.779,42834.318,#VALUE!,#VALUE!,1050131.672,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,704.694,#VALUE!,#VALUE!,4145256.6,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/23/2022,2022,7,1,MT,INF,KB-06-IN1-D,NA,NA,FALSE,"H,J",NA,0.48,U,NA,0.93,6.4,U,NA,NA,NA,NA,0.007,NA,NA,23.333,138175.22,GB,7.0 L Bucket,Siphon,NA,66324.106,#VALUE!,#VALUE!,128502.955,884321.408,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,914.72,#VALUE!,#VALUE!,3224083.861,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/23/2022,2022,7,1,ST,INF,KB-06-IN1,NA,NA,FALSE,H,NA,0.13,0.31,NA,U,7.6,U,NA,NA,NA,NA,0.005,NA,NA,30,135218.36,GB,7.0 L Bucket,Siphon,NA,17578.387,41917.692,#VALUE!,#VALUE!,1027659.536,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,689.614,#VALUE!,#VALUE!,4056550.8,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/23/2022,2022,7,1,ST,INF,KB-06-IN1-D,NA,NA,FALSE,"H,J",NA,0.48,U,NA,0.93,6.4,U,NA,NA,NA,NA,0.007,NA,NA,23.333,135218.36,GB,7.0 L Bucket,Siphon,NA,64904.813,#VALUE!,#VALUE!,125753.075,865397.504,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,895.146,#VALUE!,#VALUE!,3155090.559,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/24/2022,2022,7,2,CT,INF,KB-06-IN2,NA,NA,FALSE,H,NA,0.13,U,NA,U,6.9,U,NA,NA,NA,NA,0.006,NA,NA,50,101773.73,GB,7.0 L Bucket,Siphon,NA,13230.585,#VALUE!,#VALUE!,#VALUE!,702238.737,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,621.837,#VALUE!,#VALUE!,5088686.5,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. Nitrate, Nitrite, H flag."
8/24/2022,2022,7,2,CT,INF,KB-06-IN2-D,NA,NA,FALSE,H,NA,0.17,0.045,NA,u,7,u,NA,NA,NA,NA,0.006,NA,NA,13.333,101773.73,GB,7.0 L Bucket,Siphon,NA,17301.534,4579.818,#VALUE!,#VALUE!,712416.11,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,588.252,#VALUE!,#VALUE!,1356949.142,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. Nitrate, Nitrite, H flag."
8/25/2022,2022,7,2,MT,INF,KB-06-IN2,NA,NA,FALSE,H,NA,0.13,U,NA,U,6.9,U,NA,NA,NA,NA,0.006,NA,NA,50,145107.53,GB,7.0 L Bucket,Siphon,NA,18863.979,#VALUE!,#VALUE!,#VALUE!,1001241.957,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,886.607,#VALUE!,#VALUE!,7255376.5,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. Nitrate, Nitrite, H flag."
8/26/2022,2022,7,2,MT,INF,KB-06-IN2-D,NA,NA,FALSE,H,NA,0.17,0.045,NA,u,7,u,NA,NA,NA,NA,0.006,NA,NA,13.333,145107.53,GB,7.0 L Bucket,Siphon,NA,24668.28,6529.839,#VALUE!,#VALUE!,1015752.71,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,838.722,#VALUE!,#VALUE!,1934718.697,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. Nitrate, Nitrite, H flag."
8/27/2022,2022,7,2,ST,INF,KB-06-IN2,NA,NA,FALSE,H,NA,0.13,U,NA,U,6.9,U,NA,NA,NA,NA,0.006,NA,NA,50,123007.65,GB,7.0 L Bucket,Siphon,NA,15990.995,#VALUE!,#VALUE!,#VALUE!,848752.785,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,751.577,#VALUE!,#VALUE!,6150382.5,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. Nitrate, Nitrite, H flag."
8/28/2022,2022,7,2,ST,INF,KB-06-IN2-D,NA,NA,FALSE,H,NA,0.17,0.045,NA,u,7,u,NA,NA,NA,NA,0.006,NA,NA,13.333,123007.65,GB,7.0 L Bucket,Siphon,NA,20911.301,5535.344,#VALUE!,#VALUE!,861053.55,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,710.984,#VALUE!,#VALUE!,1640060.997,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. Nitrate, Nitrite, H flag."
8/23/2022,2022,7,1,CT,OUT,NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GB,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/23/2022,2022,7,1,MT,OUT,NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GB,Etape,Siphon,10 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/23/2022,2022,7,1,ST,OUT,NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GB,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/23/2022,2022,7,2,CT,OUT,NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GB,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,
8/23/2022,2022,7,2,MT,OUT,NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GB,Etape,Siphon,10 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,
8/23/2022,2022,7,2,ST,OUT,NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GB,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,
8/23/2022,2022,7,1,CT,OUT,CT1-06-LC,NA,NA,FALSE,NA,NA,0.15,U,NA,U,7.9,U,NA,NA,NA,NA,0.00528,NA,NA,40,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/23/2022,2022,7,1,CT,OUT,CT1-06-LC-D,NA,NA,FALSE,NA,NA,0.13,U,NA,U,7.8,U,NA,NA,NA,NA,0.007,NA,NA,66.667,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/23/2022,2022,7,1,MT,OUT,MT1-06-LC,NA,NA,FALSE,NA,NA,0.12,U,NA,U,8.1,U,NA,NA,NA,NA,0.007,NA,NA,66.667,NA,LC,Etape,Siphon,10 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/23/2022,2022,7,1,MT,OUT,MT1-06-LC-D,NA,NA,FALSE,H,NA,0.16,U,NA,U,7.5,U,NA,NA,NA,NA,0.006,NA,NA,60,NA,LC,Etape,Siphon,10 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/23/2022,2022,7,1,ST,OUT,ST1-06-LC,NA,NA,FALSE,H,NA,0.16,U,NA,U,7.4,U,NA,NA,NA,NA,0.006,NA,NA,33.333,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/23/2022,2022,7,1,ST,OUT,ST1-06-LC-D,NA,NA,FALSE,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.667,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. "
8/24/2022,2022,7,2,CT,OUT,CT2-06-LC,NA,NA,FALSE,"H,J",NA,0.25,0.11,NA,0.98,6.5,U,NA,NA,NA,NA,0.007,NA,NA,70,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. Nitrate, Nitrite, H flag. TKN J flag. "
8/24/2022,2022,7,2,CT,OUT,CT2-06-LC-D,NA,NA,FALSE,H,NA,0.25,0.12,NA,U,6.4,U,NA,NA,NA,NA,0.005,NA,NA,53.333,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. Nitrate, Nitrite, H flag. "
8/24/2022,2022,7,2,MT,OUT,MT2-06-LC,NA,NA,FALSE,"H,J",NA,0.24,0.13,NA,0.98,6.9,U,NA,NA,NA,NA,0.006,NA,NA,113.333,NA,LC,Etape,Siphon,10 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. Nitrate, Nitrite, H flag. TKN J flag. "
8/24/2022,2022,7,2,MT,OUT,MT2-06-LC-D,NA,NA,FALSE,H,NA,0.26,0.12,NA,U,6.4,U,NA,NA,NA,NA,0.007,NA,NA,93.333,NA,LC,Etape,Siphon,10 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. Nitrate, Nitrite, H flag."
8/24/2022,2022,7,2,ST,OUT,ST2-06-LC,NA,NA,FALSE,H,NA,0.25,0.11,NA,U,6.1,U,NA,NA,NA,NA,0.005,NA,NA,46.667,NA,LC,Etape,Siphon,7 V,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. Nitrate, Nitrite, H flag. "
